企業キー,法人番号,企業名,EDINETコード,証券コード,提出日,対象期間終了日,最新収集アプリver,データ整合性フラグ,分析候補,企業分類推定,総資産,純資産,負債,自己資本比率,営業利益,経常利益,当期利益,営業キャッシュフロー,投資キャッシュフロー,財務キャッシュフロー,現金及び現金同等物,ROE,平均年齢,平均年間給与,平均勤続年数,研究開発費,売上高・営業収益,従業員数,女性管理職比率,男性育休取得率,男女賃金差異_全労働者,男女賃金差異_正規,男女賃金差異_非正規,詳細業種1,詳細業種1信頼度,詳細業種2,詳細業種2信頼度,詳細業種3,詳細業種3信頼度,詳細業種候補,詳細業種根拠キーワード,しょくばらぼ_JOIN,しょくばらぼ_結合方法,しょくばらぼ_取得項目数,しょくばらぼ_企業名,しょくばらぼ_法人番号,しょくばらぼ_証券コード,しょくばらぼ_業種,しょくばらぼ_都道府県,しょくばらぼ_企業規模,しょくばらぼ_市場区分,しょくばらぼ_正社員の有給休暇取得日数_数値,しょくばらぼ_年次有給休暇取得率（全体）-取得率_数値,しょくばらぼ_年次有給休暇取得率（雇用管理区分）-取得率（一覧）_数値,しょくばらぼ_月平均所定外労働時間_数値,しょくばらぼ_対象労働者全体の月平均の法定時間外労働時間と法定休日労働時間の合計-平均残業時間（詳細）_数値,しょくばらぼ_平均の法定時間外労働60時間以上の労働者の数_数値,しょくばらぼ_男女の賃金の差異-全労働者_数値,しょくばらぼ_男女の賃金の差異-うち正規雇用労働者_数値,しょくばらぼ_男女の賃金の差異-うち非正規雇用労働者_数値,しょくばらぼ_正社員の平均継続勤務年数_数値,しょくばらぼ_従業員の平均年齢_数値,しょくばらぼ_管理職に占める女性の割合_数値,しょくばらぼ_役員に占める女性の割合_数値,しょくばらぼ_育児休業取得率（男性）-男性取得率（一覧）_数値,しょくばらぼ_育児休業取得率（女性）-女性取得率（一覧）_数値,しょくばらぼ_テレワーク制度-可否,しょくばらぼ_副業・兼業-可否,しょくばらぼ_多様な正社員制度-制度-職務限定正社員,しょくばらぼ_多様な正社員制度-制度-勤務地限定正社員,しょくばらぼ_多様な正社員制度-制度-短時間正社員,しょくばらぼ_研修制度-有無,しょくばらぼ_メンター制度-有無,しょくばらぼ_自己啓発支援制度-有無,しょくばらぼ_キャリアコンサルティング制度-有無,しょくばらぼ_社内検定制度-有無,しょくばらぼ_インターンシップの受入-可否,しょくばらぼ_職場見学・職場体験の受入-可否,しょくばらぼ_えるぼし認定-認定有無,しょくばらぼ_プラチナえるぼし認定-認定有無,しょくばらぼ_くるみん-認定有無,しょくばらぼ_プラチナくるみん-認定有無,しょくばらぼ_健康経営銘柄-認定有無,女性活躍DB_JOIN,女性活躍DB_結合方法,女性活躍DB_取得項目数,女性活躍DB_企業名,女性活躍DB_法人番号,女性活躍DB_証券コード,女性活躍DB_業種,女性活躍DB_業種(詳細分類),女性活躍DB_都道府県,女性活躍DB_企業規模,女性活躍DB_市場区分,女性活躍DB_5.男女別の育児休業取得率-男性(%)_数値,女性活躍DB_5.男女別の育児休業取得率-女性(%)_数値,女性活躍DB_6.一月当たりの労働者の平均残業時間-平均残業時間(時間)_数値,女性活躍DB_8.(1)年次有給休暇の取得率-対象労働者(%)_数値,女性活躍DB_8.(2)年次有給休暇の取得率(区)-有給休暇取得率(%)_数値,女性活躍DB_10.管理職に占める女性労働者の割合-割合(%)_数値,女性活躍DB_11.役員に占める女性の割合-割合(%)_数値,女性活躍DB_14.男女の賃金の差異1-全労働者(%)_数値,女性活躍DB_14.男女の賃金の差異2-うち正規雇用労働者(%)_数値,女性活躍DB_14.男女の賃金の差異3-うち非正規雇用労働者(%)_数値,女性活躍DB_フレックスタイム制度,女性活躍DB_在宅勤務・テレワーク,女性活躍DB_短時間勤務制度,女性活躍DB_病気・不妊治療休暇,女性活躍DB_年次有給休暇時間単位取得制度,女性活躍DB_データの最終更新日
corporate_number:7010001136802,7.01E+12,株式会社すららネット,E33626,39980,2026/3/27,2025/12/31,0.11.24,,yes,operating_company_candidate,2481395000,2206206000,275188000,0.883,65621000,73382000,-3780000,239646000,-484420000,-48402000,767888000,0.001,38.4,5494000,3.66,,1932007000,90,,,,,,教育,0.54,SI/ITサービス,0.14,リース/信販,0.08,教育:0.54 | SI/ITサービス:0.14 | リース/信販:0.08,"学習塾, 教育, 受託開発, 学校, リース, コンテンツ, 証券, 研修",matched,corporate_number,28,株式会社すららネット,7.01E+12,,O:教育，学習支援業,13:東京都,45人,,,,,,,,,,,,,50,17,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,company_name,30,株式会社すららネット,7010001136802,,教育、学習支援業,教育、学習支援業,東京都,10～100人,,,,,,,50.0,17.0,,,,,,,,,2019年12月02日
corporate_number:7010001139202,7.01E+12,株式会社ゲームカードホールディングス,E25169,62490,2026/6/19,2026/3/31,0.11.24,,yes,operating_company_candidate,66314000000,60376000000,5938000000,0.91,4534000000,5083000000,3262000000,3512000000,-4025000000,-1463000000,20321000000,0.055,53,7574000,13,1663000000,25385000000,5,0.5,0,0.72,0.515,1.178,ゲーム,0.43,通信インフラ,0.17,証券,0.15,ゲーム:0.43 | 通信インフラ:0.17 | 証券:0.15,"ゲーム, 通信設備, 証券, 設備工事, ソフトウェア, 店舗, リース, 保険",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:7010001141249,7.01E+12,イメージ情報開発株式会社,E05573,38030,2026/6/26,2026/3/31,0.11.24,,yes,operating_company_candidate,1001773000,631029000,370743000,0.63,-175278000,-195503000,-259464000,-94488000,-12466000,651873000,820358000,0.019,58,4984000,3,,731630000,3,,,,,,コンサル,0.51,SI/ITサービス,0.16,人材/アウトソーシング,0.14,コンサル:0.51 | SI/ITサービス:0.16 | 人材/アウトソーシング:0.14,"コンサルティング, コンサル, 情報システム, 戦略, 証券, アウトソーシング, パッケージ, システム開発",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matched,company_name,30,イメージ情報開発株式会社,,,情報通信業,情報通信業,東京都,10～100人,,,,23.1,,78.6,0.0,0.0,,,,,,,,,2016年02月28日
corporate_number:7010001142692,7.01E+12,ＪＡＬＣＯホールディングス株式会社,E25686,66250,2026/6/25,2026/3/31,0.11.24,,yes,operating_company_candidate,91699806000,18953870000,72745935000,0.206,4875765000,2354163000,1800700000,8590289000,-15870740000,10415927000,6318444000,0.095,45.5,10860000,4.9,,16995997000,16,,,,,,不動産/デベロッパー,0.34,証券,0.32,コンサル,0.28,不動産/デベロッパー:0.34 | 証券:0.32 | コンサル:0.28,"証券, 不動産, コンサルティング, コンサル, 賃貸, 人材, 金融商品取引, 銀行",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:7010001152568,7.01E+12,株式会社フージャースホールディングス,E27281,32840,2026/6/17,2026/3/31,0.11.24,,yes,operating_company_candidate,1.89192E+11,55321000000,1.3387E+11,0.28,13800000000,11820000000,7129000000,10628000000,273000000,-1165000000,37697000000,0.15,42,7132000,4,,1.38579E+11,99,0.181,,0.532,0.686,0.46,不動産/デベロッパー,0.43,コンサル,0.2,保険,0.1,不動産/デベロッパー:0.43 | コンサル:0.20 | 保険:0.10,"不動産, コンサルティング, 保険, 証券, 分譲, コンサル, 介護, 賃貸",matched,corporate_number,57,株式会社フージャースホールディングス,7.01E+12,,K:不動産業，物品賃貸業,13:東京都,700人,,,70.1,70.1,,,,53.2,68.6,46,,,18.1,,50,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,40,株式会社 フージャース ホールディングス,7010001152568,3284,不動産業、物品賃貸業,不動産業、物品賃貸業,東京都,501～1000人,プライム（東証）,50.0,100.0,,70.1,70.1,18.1,,53.2,68.6,46.0,,,,,,2026年06月08日
corporate_number:7010001161164,7.01E+12,株式会社アイデミー,E38690,55770,2025/8/29,2025/5/31,0.11.24,,yes,operating_company_candidate,2062870000,1242536000,820334000,0.567,43658000,43539000,-8128000,-205040000,-111500000,78367000,1378758000,0.018,38.4,7379000,2.8,,2056395000,81,0.25,0.75,0.607,0.807,1.157,人材/アウトソーシング,0.43,SI/ITサービス,0.34,教育,0.11,人材/アウトソーシング:0.43 | SI/ITサービス:0.34 | 教育:0.11,"人材, DX, 派遣, 研修, システム開発, 証券, 戦略, コンテンツ",matched,corporate_number,44,株式会社アイデミー,7.01E+12,,G:情報通信業,13:東京都,109人,,,,,,,,,,,,,,,75,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,30,株式会社アイデミー,7010001161164,5577,情報通信業,情報通信業,東京都,101～300人,グロース（東証）,75.0,100.0,,,,,,,,,,,,,,2025年07月30日
corporate_number:7010001169991,7.01E+12,株式会社ｕｎｅｒｒｙ,E37815,50340,2025/9/26,2025/6/30,0.11.24,,yes,operating_company_candidate,2616240000,2016886000,599353000,0.77,311894000,315006000,331860000,229667000,-59560000,2583000,1831518000,0.182,35.1,7457000,2.3,21631000,3726133000,91,,,,,,広告/マーケティング,0.22,小売,0.14,インターネット/メディア,0.13,広告/マーケティング:0.22 | 小売:0.14 | インターネット/メディア:0.13,"マーケティング, 広告, 小売, ソフトウェア, メディア, 紙, SaaS, DX",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:7010001174744,7.01E+12,株式会社Ｌａｂｏｒｏ．ＡＩ,E38755,55860,2025/12/19,2025/9/30,0.11.24,,yes,operating_company_candidate,2813321000,2547947000,265374000,0.906,191436000,166246000,146802000,215846000,300752000,8828000,2048825000,0.058,36.2,9683000,2.4,27431000,1900339000,91,,,,,,コンサル,0.14,SI/ITサービス,0.12,ソフトウェア,0.09,コンサル:0.14 | SI/ITサービス:0.12 | ソフトウェア:0.09,"人材, コンサルティング, リース, コンサル, システム開発, ソフトウェア, 自動車, 化学",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:7010001185502,7.01E+12,株式会社ダイレクトマーケティングミックス,E35931,73540,2026/3/26,2025/12/31,0.11.24,,yes,operating_company_candidate,27417153000,14881414000,10485491000,0.5428,2132605000,1083055000,1344550000,2803332000,-1850091000,-597693000,5523088000,0.0939,35.3,5013001,7.4,,22694234000,50,0.1,,,,,人材/アウトソーシング,0.33,コンサル,0.24,広告/マーケティング,0.16,人材/アウトソーシング:0.33 | コンサル:0.24 | 広告/マーケティング:0.16,"マーケティング, コンサルティング, 派遣, 人材, コンサル, 証券, BPO, アウトソーシング",matched,corporate_number,28,株式会社ダイレクトマーケティングミックス,7.01E+12,,R:サービス業（他に分類されないもの）,27:大阪府,69人,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,1:有,0:無,0:無,0:無,0:無,matched,security_code,24,株式会社ダイレクトマーケティングミックス,7010001185502,7354,サービス業（他に分類されないもの）,サービス業（他に分類されないもの）,大阪府,10～100人,スタンダード（東証）,,,,,,10.0,,,,,,,,,,2026年03月30日
corporate_number:7010001190989,7.01E+12,株式会社バトンズ,E41514,554A0,2026/6/30,2026/3/31,0.11.24,,yes,operating_company_candidate,1187645000,706125000,481519000,0.5946,363601000,367324000,262328000,543300000,-76443000,,790563000,0.4563,34.6,6880000,2.7,,2004484000,126,0.24,1.667,0.771,0.756,,クラウド/SaaS,0.22,コンサル,0.17,保険,0.12,クラウド/SaaS:0.22 | コンサル:0.17 | 保険:0.12,"SaaS, 保険, コンサル, FA, 人材, コンサルティング, インターネット, プラットフォーム",matched,corporate_number,45,株式会社バトンズ,7.01E+12,,R:サービス業（他に分類されないもの）,13:東京都,129人,,,,,,23.3,,77.1,75.6,,,,24,,,,,,,,,,,,,,,,1:有,0:無,0:無,0:無,0:無,matched,company_name,40,株式会社バトンズ,7010001190989,554A,サービス業（他に分類されないもの）,サービス業（他に分類されないもの）,東京都,101～300人,グロース（東証）,,,23.3,,,24.0,,77.1,75.6,,,,,,,2026年05月08日
corporate_number:7010001199948,7.01E+12,株式会社ＷＯＬＶＥＳ ＨＡＮＤ,E39640,194A0,2025/9/26,2025/6/30,0.11.24,,yes,operating_company_candidate,6049974000,2715608000,3334366000,0.449,909462000,908605000,593016000,948558000,-388735000,-575372000,895330000,0.246,32.1,2994000,3,,5463817000,419,0.27,0.4,0.498,0.536,0.833,医療/介護,0.18,教育,0.14,コンサル,0.1,医療/介護:0.18 | 教育:0.14 | コンサル:0.10,"病院, 教育, 医療機器, コンサル, 機械, 医療サービス, ホテル, コンサルティング",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:7010001214351,7.01E+12,リガク・ホールディングス株式会社,E39892,268A0,2026/3/24,2025/12/31,0.11.24,,yes,operating_company_candidate,1.85209E+11,88396000000,61507000000,0.477,16709000000,7548000000,11401000000,9387000000,-6628000000,-6595000000,24275000000,0.134,48.4,10084000,9.5,7355000000,94193000000,126,0.2364,1,0.6704,0.6846,0.9498,半導体,0.16,計測/制御,0.15,光学/精密機器,0.14,半導体:0.16 | 計測/制御:0.15 | 光学/精密機器:0.14,"半導体, 医薬品, 光学, 計測, ソフトウェア, 電子部品, 分析機器, 材料",matched,corporate_number,68,リガク・ホールディングス株式会社,7.01E+12,,R:サービス業（他に分類されないもの）,13:東京都,124人,,,,,,,,65.1,67.4,42.6,,,30.2,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:7010001221554,7.01E+12,人・夢・技術グループ株式会社,E36223,92480,2025/12/23,2025/9/30,0.11.24,,yes,operating_company_candidate,41145000000,20912000000,20233000000,0.507,2683000000,2708000000,1564000000,-1142000000,-635000000,1036000000,7532000000,0.0764,46.5,7843000,14.1,211000000,45984000000,129,,,,,,コンサル,0.38,建設,0.27,電力,0.05,コンサル:0.38 | 建設:0.27 | 電力:0.05,"コンサル, コンサルティング, 建設, 施工, 土木, 再生可能エネルギー, 証券, ソフトウェア",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:7010002053617,7.01E+12,ブルーイノベーション株式会社,E39114,55970,2026/3/30,2025/12/31,0.11.24,,yes,operating_company_candidate,1402723000,205261000,1197461000,0.144,-548051000,-561271000,-635461000,-327710000,-27896000,675318000,988216000,,41.4,7132000,4.6,150097000,1051466000,68,,,,,,電力,0.12,コンサル,0.09,ソフトウェア,0.07,電力:0.12 | コンサル:0.09 | ソフトウェア:0.07,"教育, ロボット, 人材, 航空, コンサルティング, プラント, リース, 保険",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:7010003022232,7.01E+12,サスメド株式会社,E37207,42630,2025/9/26,2025/6/30,0.11.24,,yes,operating_company_candidate,4502972000,4370641000,132330000,0.96,-299479000,-294673000,-298404000,-432477000,-19970000,3665000,4398137000,,37.3,8649000,2.6,273634000,,43,,,,,,医薬品,0.25,ソフトウェア,0.12,バイオ/創薬,0.11,医薬品:0.25 | ソフトウェア:0.12 | バイオ/創薬:0.11,"保険, 医薬品, 製薬, ソフトウェア, 創薬, プラットフォーム, 医療機器, 新薬",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:7010101008876,7.0101E+12,株式会社ジャノメ,E01595,64450,2026/6/16,2026/3/31,0.11.24,,yes,operating_company_candidate,50621000000,35632000000,14988000000,0.684,1910000000,2097000000,590000000,1780000000,170000000,-1423000000,8150000000,0.017,41,6694033,14.3,1480000000,38968000000,409,0.176,1,0.831,0.867,0.762,産業機器,0.46,不動産/デベロッパー,0.09,機械,0.08,産業機器:0.46 | 不動産/デベロッパー:0.09 | 機械:0.08,"産業機器, ロボット, 制御, ソフトウェア, 不動産, 電子部品, 機械装置, 証券",matched,corporate_number,102,株式会社ジャノメ,7.0101E+12,,E:製造業,13:東京都,519人,,,,74.9,,7.8,,83.1,86.7,76.2,,,17.6,22.2,100,100,,,,,,,,,,,,,1:有,0:無,1:有,0:無,0:無,matched,security_code,67,株式会社ジャノメ,7010101008876,6445,はん用機械器具・生産用機械器具・業務用機械器具製造業,はん用機械器具・生産用機械器具・業務用機械器具製造業,東京都,501～1000人,プライム（東証）,100.0,100.0,7.8,,74.9,17.6,22.2,83.1,86.7,76.2,,,,,,2026年06月22日
corporate_number:7010401004245,7.0104E+12,エイベックス株式会社,E02453,78600,2026/6/25,2026/3/31,0.11.24,,yes,operating_company_candidate,1.10793E+11,52889000000,57904000000,0.465,4085000000,4333000000,3553000000,2076000000,-665000000,-2906000000,34305000000,0.07,42.5,7100000,12.8,,1.46571E+11,85,0.15,1,0.564,0.57,0.744,ゲーム,0.46,証券,0.22,小売,0.17,ゲーム:0.46 | 証券:0.22 | 小売:0.17,"コンテンツ, ゲーム, 証券, EC, フィルム, 店舗, 金融商品取引, 戦略",matched,corporate_number,85,エイベックス株式会社,7.0104E+12,,G:情報通信業,13:東京都,1400人,,,43,,,22,,70.3,73,82.1,,,22.8,3.4,21.4,100,,,,,,,,,,,,,0:無,0:無,1:有,0:無,0:無,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
corporate_number:7010401006126,7.0104E+12,沖電気工業株式会社,E01767,67030,2026/6/22,2026/3/31,0.11.24,,yes,operating_company_candidate,4.45211E+11,1.80415E+11,2.64796E+11,0.405,18844000000,20774000000,21510000000,20649000000,-10279000000,-11872000000,35786000000,0.132,43.6,7802144,18.4,7953000000,4.21635E+11,4356,0.071,,0.735,0.749,0.599,半導体,0.14,重工/造船/航空,0.13,電子部品,0.1,半導体:0.14 | 重工/造船/航空:0.13 | 電子部品:0.10,"半導体, 物流, 電力, 航空, 材料, 防衛, クラウド, コネクタ",matched,corporate_number,146,沖電気工業株式会社,7.0104E+12,,E:製造業,13:東京都,4612人,,,,62.2,,28.3,0,72.4,73.7,60.1,,,5.5,7.1,103,105.3,,,,,,,,,,,,,1:有,0:無,1:有,1:有,0:無,matched,company_name,75,沖電気工業株式会社,7010401006126,,電子部品・デバイス・電子回路・電気機械器具・情報通信機械器具製造業,電子部品・デバイス・電子回路・電気機械器具・情報通信機械器具製造業,東京都,1001～5000人,,134.5,96.3,22.1,,64.5,6.4,11.1,73.5,74.9,59.9,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,病気・不妊治療休暇,年次有給休暇時間単位取得制度,2026年06月29日
corporate_number:7010401007116,7.0104E+12,株式会社カナデン,E02580,80810,2026/6/22,2026/3/31,0.11.24,,yes,operating_company_candidate,97962000000,50918000000,47044000000,0.52,5332000000,5784000000,3966000000,9238000000,-159000000,-1696000000,23926000000,0.08,42.7,8262000,17.3,,1.45614E+11,620,0.014,0.706,0.574,0.579,0.537,半導体,0.26,プラント/エンジニアリング,0.14,電力,0.11,半導体:0.26 | プラント/エンジニアリング:0.14 | 電力:0.11,"半導体, エンジニアリング, 制御, 証券, 電力, 産業機器, 発電, 自動車",matched,corporate_number,108,株式会社カナデン,7.0104E+12,,I:卸売業，小売業,13:東京都,686人,,,73,73,,16.3,,57,57.7,52.3,,,0.8,25,50,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,75,株式会社カナデン,7010401007116,8081,卸売業、小売業,商社,東京都,501～1000人,プライム（東証）,50.0,100.0,16.3,73.0,73.0,0.8,25.0,57.0,57.7,52.3,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,病気・不妊治療休暇,年次有給休暇時間単位取得制度,2025年11月06日
corporate_number:7010401008436,7.0104E+12,株式会社クレオ,E04849,96980,2026/6/22,2026/3/31,0.11.24,,yes,operating_company_candidate,10554000000,7742000000,2812000000,0.734,1194000000,1207000000,807000000,1341000000,-426000000,-407000000,6128000000,0.107,41.8,5842751,14.3,18000000,14569000000,507,0.098,0.389,0.791,0.82,0.653,SI/ITサービス,0.6,クラウド/SaaS,0.12,医療/介護,0.1,SI/ITサービス:0.60 | クラウド/SaaS:0.12 | 医療/介護:0.10,"受託開発, システム開発, クラウド, 介護, 証券, ポータル, 教育, ITサービス",matched,corporate_number,70,株式会社クレオ,7.0104E+12,,G:情報通信業,13:東京都,508人,,,,67.2,,7.1,,79.1,81.6,68.6,,,10.1,11,66,100,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,security_code,46,株式会社クレオ,7010401008436,9698,情報通信業,情報通信業,東京都,501～1000人,スタンダード（東証）,66.0,100.0,7.1,,67.2,10.1,11.0,79.1,81.6,68.6,,,,,,2025年08月18日
corporate_number:7010401008700,7.0104E+12,株式会社クレスコ,E04988,46740,2026/6/18,2026/3/31,0.11.24,,yes,operating_company_candidate,47899893000,33479382000,14420511000,0.699,6605787000,6980017000,5279100000,5331233000,-1319160000,-3995832000,15263484000,0.164,37.2,6713000,11.9,121681000,64676944000,1498,0.126,1.313,0.786,0.8,0.484,SI/ITサービス,0.16,コンサル,0.16,クラウド/SaaS,0.11,SI/ITサービス:0.16 | コンサル:0.16 | クラウド/SaaS:0.11,"ITサービス, 航空, 証券, クラウド, コンサルティング, ソフトウェア, コンサル, 創薬",matched,corporate_number,108,株式会社クレスコ,7.0104E+12,,G:情報通信業,13:東京都,1689人,,,,76.8,,4.4,0,78.6,80,48.4,,,12.6,,,,,,,,,,,,,,,,1:有,0:無,1:有,1:有,0:無,matched,security_code,60,株式会社クレスコ,7010401008700,4674,情報通信業,情報通信業,東京都,1001～5000人,プライム（東証）,,,4.4,,76.8,12.6,,78.6,80.0,48.4,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,病気・不妊治療休暇,年次有給休暇時間単位取得制度,2026年06月09日
corporate_number:7010401009277,7.0104E+12,京浜急行電鉄株式会社,E04089,90060,2026/6/25,2026/3/31,0.11.24,,yes,operating_company_candidate,1.12872E+12,3.9043E+11,7.3829E+11,0.344,33553000000,28854000000,27492000000,47917000000,-68710000000,13872000000,67033000000,0.072,40,7227495,17,,3.04192E+11,2921,0.07,0.9,0.787,0.781,0.509,旅行/レジャー,0.22,不動産/デベロッパー,0.2,建設,0.16,旅行/レジャー:0.22 | 不動産/デベロッパー:0.20 | 建設:0.16,"不動産, レジャー, バス, 建設, 自動車, 鉄道, 鉄道事業, 証券",matched,corporate_number,76,京浜急行電鉄株式会社,7.0104E+12,,H:運輸業，郵便業,14:神奈川県,3043人,,,,96.7,,,,77.1,75.8,50,,,4,11,50,100,,,,,,,,,,,,,0:無,0:無,1:有,0:無,0:無,matched,company_name,54,京浜急行電鉄株式会社,7010401009277,,運輸業、郵便業,運輸業、郵便業,神奈川県,1001～5000人,,50.0,100.0,,,96.7,4.0,11.0,77.1,75.8,50.0,,在宅勤務・テレワーク,短時間勤務制度,病気・不妊治療休暇,年次有給休暇時間単位取得制度,2025年10月16日
corporate_number:7010401009665,7.0104E+12,株式会社広済堂ホールディングス,E00724,78680,2026/6/26,2026/3/31,0.11.24,,yes,operating_company_candidate,71966000000,49529000000,22436000000,0.685,6740000000,6571000000,4738000000,20852000000,676000000,-10806000000,22423000000,0.0984,45.3,6548000,11.8,,36228000000,73,0.154,1,0.727,0.733,0.478,人材/アウトソーシング,0.38,コンサル,0.27,証券,0.09,人材/アウトソーシング:0.38 | コンサル:0.27 | 証券:0.09,"人材, コンサルティング, コンサル, 証券, 不動産, エンジニアリング, 建設, 派遣",matched,corporate_number,56,株式会社広済堂ホールディングス,7.0104E+12,,L:学術研究，専門・技術サービス業,13:東京都,73人,,,,,,,,72.7,73.3,47.8,,,15.4,,100,,,,,,,,,,,,,,0:無,0:無,1:有,0:無,0:無,matched,company_name,37,株式会社　広済堂ホールディングス,7010401009665,,学術研究、専門・技術サービス業,学術研究、専門・技術サービス業,東京都,10～100人,,100.0,,,,,15.4,,72.7,73.3,47.8,フレックスタイム制度,在宅勤務・テレワーク,短時間勤務制度,,,2026年06月04日
corporate_number:7010401013114,7.0104E+12,新生テクノス株式会社,E00135,,2026/6/26,2026/3/31,0.11.24,,yes,operating_company_candidate,83310000000,54091000000,29218000000,0.649,2921000000,3386000000,2777000000,1720000000,198000000,-910000000,1184000000,0.051,,,,,65526000000,1263,,,,,,電力,0.27,プラント/エンジニアリング,0.15,建設,0.1,電力:0.27 | プラント/エンジニアリング:0.15 | 建設:0.10,"発電, 電力, 施工, 設備工事, 鉄道, 通信設備, コンサルティング, プラント",matched,corporate_number,49,新生テクノス株式会社,7.0104E+12,,D:建設業,13:東京都,1128人,,,,,,,,70.3,72.1,85.3,,,1.8,,,,,,,,,,,,,,,,0:無,0:無,0:無,0:無,0:無,matched,company_name,36,新生テクノス株式会社,7010401013114,,建設業,その他建設業,東京都,1001～5000人,,,,,,,1.8,,70.3,72.1,85.3,,,,,,2026年06月08日
corporate_number:7010401017288,7.0104E+12,ＴＡＮＡＫＥＮ株式会社,E34486,14500,2026/6/19,2026/3/31,0.11.24,,yes,operating_company_candidate,12178642000,9325403000,2853239000,0.766,2185894000,2211250000,1502039000,-578155000,-80533000,-478453000,2798371000,0.171,44.6,7215000,7,,14820418000,110,,0.5,,,,建設,0.6,不動産/デベロッパー,0.12,証券,0.1,建設:0.60 | 不動産/デベロッパー:0.12 | 証券:0.10,"施工, 建築, 証券, 電気機器, 土木, 化学, 建設, 不動産",not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_found,,0,,,,,,,,,,,,,,,,,,,,,,,,
